CELL_GLOBAL_ID,DATETIME,RRU.PrbUsedDl,targetTput,DRB.UEThpDl,x,y,RF.serving.RSRP,RF.serving.RSRQ,RF.serving.RSSINR,rsrp_nb0,rsrq_nb0,rssinr_nb0,rsrp_nb1,rsrq_nb1,rssinr_nb1,rsrp_nb2,rsrq_nb2,rssinr_nb2,rsrp_nb3,rsrq_nb3,rssinr_nb3,rsrp_nb4,rsrq_nb4,rssinr_nb4,Viavi.UE.anomalies
1013,2024-07-26 07:15:47.280717,77.0,0.3,0.3,2271.0,-1009.0,-89.51070997883792,-10.79413445108655,32.71807747396544,-91.5154082165807,-10.795495973409173,30.71337923622268,-97.38991797261744,-10.806041831399996,24.83886948018594,-97.30299909019008,-10.805760330603745,24.92578836261332,-97.70862149930896,-10.807123403624043,24.52016595349441,-100.27791004937906,-10.819438240526951,21.95087740342432,0.0
1002,2024-07-26 07:15:47.280717,58.0,0.1,0.1,-1010.0,-1024.0,-117.7378034373918,-40.793356323317134,14.49098401541157,-119.74250167513456,-40.79426171131381,12.486285777668812,-119.9560424327622,-40.79438511322677,12.272745020041178,-122.57115860773968,-40.79650909292192,9.657628845063684,-123.1446579317182,-40.79717170249111,9.084129521085195,-125.6170114311713,-40.801277738157246,6.611776021632076,0.0
1003,2024-07-26 07:15:47.280717,56.0,0.1,0.1,-594.0,-981.0,-117.22098155116306,-40.79318313766596,15.00780590164031,-117.49790362287884,-40.79327336852185,14.730883829924544,-119.2256797889058,-40.79398698752418,13.00310766389756,-122.37305097166832,-40.79629977259461,9.855736481135056,-124.91947959416471,-40.79987460085867,7.309307858638637,-125.10018954494257,-40.800216812504296,7.128597907860818,0.0
1003,2024-07-26 07:17:47.280717,45.0,0.1,0.07624891707102,-512.0,-913.0,-118.22971706732746,-40.79354144386467,13.999070385475926,-116.22501882958473,-40.79290227591768,16.003768623218654,-119.36398537359848,-40.79405733388117,12.8648020792049,-124.10422682336424,-40.79849580790426,8.12456062943916,-125.37447229239685,-40.80076415253248,6.854315160406532,-126.13155166708712,-40.8024668336771,6.097235785716252,0.0
1009,2024-07-26 07:15:47.280717,59.0,0.1,0.1,-1485.0,-855.0,-118.08238894918784,-40.793483785409,14.146398503615544,-120.0870871869306,-40.79446389987902,12.141700265872792,-120.85942697187666,-40.79497976549055,11.369360480926714,-122.55510997710437,-40.796491778654726,9.673677475699025,-122.7378393511185,-40.7966927486126,9.49094810168491,-125.96159694296732,-40.80205842531946,6.267190509836055,0.0
1005,2024-07-26 07:15:47.280717,91.0,0.75,0.414419803683754,1008.0,359.2,-84.1486353747852,-10.792488131538846,38.08015207801817,-90.02314513082193,-10.79442515982842,32.20564232198144,-82.14393713704244,-10.792238331396362,40.08485031576093,-95.1135647947762,-10.800242710688536,27.11522265802716,-96.3229574966979,-10.802946288412189,25.90582995610548,-97.71625896186556,-10.80715030546425,24.51252849093781,0.0
1003,2024-07-26 07:19:47.280717,45.0,0.1,0.081344949896415,-415.0,-1365.0,-117.24901954659374,-40.7931920139566,14.979767906209636,-115.24432130885096,-40.79268200979406,16.984466143952414,-123.12352930263046,-40.79714570881284,9.105258150172926,-123.3010198040164,-40.79736804472081,8.927767648786967,-124.92504136160616,-40.79988492261086,7.3037460911972305,-125.28416243561712,-40.80058011347426,6.944625017186255,0.0
1009,2024-07-26 07:17:47.280717,52.0,0.1,0.1,-1593.0,-877.0,-116.15870288554056,-40.792885763093366,16.07008456726281,-118.1634011232833,-40.79351524830079,14.06538632952008,-122.07261488126348,-40.7959999878686,10.156172571539903,-122.6179925680168,-40.79655998727439,9.610794884786593,-123.04228739286958,-40.797046928553975,9.186500059933778,-124.0379108793201,-40.798394606382985,8.190876573483319,0.0
1002,2024-07-26 07:17:47.280717,58.0,0.1,0.1,-1010.0,-1024.0,-117.7378034373918,-40.793356323317134,14.49098401541157,-119.74250167513456,-40.79426171131381,12.486285777668812,-119.9560424327622,-40.79438511322677,12.272745020041178,-122.57115860773968,-40.79650909292192,9.657628845063684,-123.1446579317182,-40.79717170249111,9.084129521085195,-125.6170114311713,-40.801277738157246,6.611776021632076,0.0
1013,2024-07-26 07:17:47.280717,45.0,0.3,0.158592252302482,2366.5,-1004.0,-92.76392859708253,-10.796722137445144,29.46485885572088,-98.63843835311924,-10.810770836709509,23.59034909968416,-90.75923035933972,-10.79490755443851,31.46955709346365,-99.81046040775853,-10.816627231803722,22.41832704504485,-100.19083664168842,-10.818891581959164,22.03795081111496,-102.53325278909126,-10.83814776481563,19.69553466371212,0.0
1003,2024-07-26 07:21:47.280717,56.0,0.1,0.1,-594.0,-981.0,-117.22098155116306,-40.79318313766596,15.00780590164031,-117.49790362287884,-40.79327336852185,14.730883829924544,-119.2256797889058,-40.79398698752418,13.00310766389756,-122.37305097166832,-40.79629977259461,9.855736481135056,-124.91947959416471,-40.79987460085867,7.309307858638637,-125.10018954494257,-40.800216812504296,7.128597907860818,0.0
1002,2024-07-26 07:19:47.280717,58.0,0.1,0.1,-1010.0,-1024.0,-117.7378034373918,-40.793356323317134,14.49098401541157,-119.74250167513456,-40.79426171131381,12.486285777668812,-119.9560424327622,-40.79438511322677,12.272745020041178,-122.57115860773968,-40.79650909292192,9.657628845063684,-123.1446579317182,-40.79717170249111,9.084129521085195,-125.6170114311713,-40.801277738157246,6.611776021632076,0.0
1006,2024-07-26 07:15:47.280717,62.0,0.25,0.25,-231.0249707397276,761.9833728487871,-88.13701009752754,-10.793504934256504,34.09177735527582,-94.01151985356432,-10.798354759577675,28.21726759923905,-86.1323118597848,-10.79287926146823,36.09647559301855,-91.79921650059644,-10.795744615156991,30.42957095220697,-93.75570442789292,-10.797980789848692,28.47308302491045,-96.42703477498635,-10.803215975603306,25.80175267781702,0.0
1013,2024-07-26 07:19:47.280717,45.0,0.3,0.158569201627255,2366.4,-1001.0,-92.76821674363636,-10.79672698482382,29.46057070916701,-98.64272649967312,-10.810789524259294,23.58606095313025,-90.76351850589366,-10.794910610898214,31.465268946909752,-99.80537463589378,-10.816598272382535,22.42341281690959,-100.1965325884612,-10.818927009906131,22.0322548643422,-102.52448422523692,-10.838054802321777,19.70430322756645,0.0
1010,2024-07-26 07:15:47.280717,48.0,0.1,0.1,-1269.0,-1344.0,-114.80158864270824,-40.79259774161346,17.427198810095135,-116.806286880451,-40.79305832826978,15.422500572352376,-120.77793213177752,-40.79492090662244,11.45085532102586,-122.68079663648771,-40.79662910255398,9.54799081631564,-122.8330111327074,-40.796800814154615,9.395776320095983,-124.97493873408554,-40.79997811671099,7.253848718717838,0.0
1005,2024-07-26 07:17:47.280717,91.0,0.75,0.4143131779653501,1008.0,358.8,-84.15843468469956,-10.792489657708105,38.07035276810382,-90.03294444073629,-10.7944310599336,32.19584301206709,-82.15373644695677,-10.792239293358278,40.0750510058466,-95.10989986239116,-10.80023560644571,27.1188875904122,-96.3218682000196,-10.802943499752775,25.90691925278377,-97.71790957710527,-10.807156125711828,24.51087787569812,0.0
1001,2024-07-26 07:15:47.280717,30.0,0.25,0.1332221687914349,30.99626904750336,-292.0297670958185,-85.09641595120651,-10.79265289742743,37.13237150159687,-90.97092570724324,-10.79506210341404,31.25786174556013,-83.09171771346375,-10.79234218594118,39.137069739339616,-94.16301859608028,-10.798586826579792,28.065768856723103,-94.25202991360744,-10.79872699238173,27.97675753919593,-94.8405160836995,-10.799729471755825,27.38827136910389,0.0
1013,2024-07-26 07:21:47.280717,77.0,0.3,0.3,2270.3,-1009.0,-89.50095523000006,-10.794129242873282,32.727832222803315,-91.5056534677428,-10.795487712600108,30.72313398506056,-97.38016322377956,-10.806009958604648,24.84862422902382,-97.29915575169908,-10.805748012510849,24.929631701104285,-97.70512100597765,-10.8071110893967,24.523666446825747,-100.27597308233568,-10.81942596116835,21.9528143704677,0.0
1001,2024-07-26 07:17:47.280717,30.0,0.75,0.117887024041071,5.0,-480.6,-89.37221219647684,-10.79406158926409,32.856575256326536,-95.24672195251358,-10.800504927772636,26.982065500289806,-87.36751395873408,-10.793230166141,34.86127349406929,-91.92222311384712,-10.795857526442518,30.306564338956285,-94.11993525368,-10.7985200066491,28.108852199123376,-94.22349112901703,-10.798681739694786,28.00529632378634,0.0
1010,2024-07-26 07:17:47.280717,48.0,0.1,0.1,-1269.0,-1344.0,-114.80158864270824,-40.79259774161346,17.427198810095135,-116.806286880451,-40.79305832826978,15.422500572352376,-120.77793213177752,-40.79492090662244,11.45085532102586,-122.68079663648771,-40.79662910255398,9.54799081631564,-122.8330111327074,-40.796800814154615,9.395776320095983,-124.97493873408554,-40.79997811671099,7.253848718717838,0.0
1003,2024-07-26 07:23:47.280717,45.0,0.1,0.07624891707102,-512.0,-913.0,-118.22971706732746,-40.79354144386467,13.999070385475926,-116.22501882958473,-40.79290227591768,16.003768623218654,-119.36398537359848,-40.79405733388117,12.8648020792049,-124.10422682336424,-40.79849580790426,8.12456062943916,-125.37447229239685,-40.80076415253248,6.854315160406532,-126.13155166708712,-40.8024668336771,6.097235785716252,0.0
1001,2024-07-26 07:19:47.280717,30.0,0.75,0.129553819556156,330.4,-2.0,-86.11912348317733,-10.792876027185288,36.109663969626034,-91.99363323921408,-10.795924556702246,30.235154213589297,-84.11442524543459,-10.792482830477582,38.11436220736879,-93.19672595305164,-10.797236301368372,29.032061499751755,-93.2311759956882,-10.797279469446297,28.99761145711516,-97.01683916777854,-10.80487225456207,25.21194828502484,0.0
1006,2024-07-26 07:17:47.280717,62.0,0.25,0.25,-231.03329431963684,761.9778304650495,-88.13720221463066,-10.793505009112865,34.09158523817273,-94.01171197066742,-10.798355048775235,28.21707548213596,-86.13250397688792,-10.792879308655133,36.09628347591545,-91.79908432527608,-10.795744495539838,30.429703127527283,-93.75567291925331,-10.797980745128584,28.473114533550067,-96.42709180141696,-10.803216125145385,25.801695651386428,0.0
